OG0007008.1	OG0001936.0	OG0001519.24	OG0000302.34	OG0005696.4	OG0009877.2	OG0000018.289	OG0001491.1
-2.469929257774916	-2.855170479161191	-1.9579160413287477	-1.9584766378156495	-2.107181572204967	-2.013916780335185	-1.58337640836713	-2.1642375813053087
OG0000294.0	OG0000001.2052	OG0020478.0	OG0005617.0	OG0002012.0	OG0002036.0	OG0000082.1	OG0000911.3
-2.20058107800892	-1.9867878885731491	-2.8426975336810263	-2.648371670897218	-2.555120943584441	-1.781404798449143	-2.3800705758839222	-2.4293427796947094
OG0008569.0	OG0000120.105	OG0012733.0	OG0000011.1	OG0002231.0	OG0008655.4	OG0000727.24	OG0000724.26
-2.2905328986118283	-1.4847921809641793	-1.5994620704162712	-1.347949534477697	-2.938984225318372	-1.7107557148433576	-1.977951834819827	-2.105628450038725
OG0005703.0	OG0000010.475	OG0000750.0	OG0000962.24	OG0003752.2	OG0000634.26	OG0002141.0
-1.6730025354342413	-1.5407782431771522	-2.3118644115426648	-2.110915901401851	-1.6259342817774622	-1.9928044985957962	-2.379319758775699
OG0000977.1	OG0000006.561	OG0000403.25	OG0004872.6	OG0000732.24	OG0005867.0	OG0001586.3
-1.6574452545226799	-1.4663369871769107	-1.707689411795574	-2.407363571393423	-1.9395375120138931	-1.6803820657998387	-2.2209504471625414
OG0000176.0	OG0002013.0	OG0000011.1	OG0002214.0	OG0005151.29	OG0007566.10	OG0000524.1	OG0003044.18
-1.873555700275309	-1.8484009177306033	-1.347949534477697	-1.4558113933530294	-2.309717010936488	-2.340075441597622	-1.7393720918733013	-1.682927522463029
OG0001002.25	OG0014755.1	OG0005765.0	OG0000056.0	OG0007156.2	OG0001801.0	OG0000392.72	OG0000204.2
-2.368104140946196	-2.0356383367532658	-2.387600316571993	-1.357714316940423	-2.034160316911986	-2.2145749964390666	-2.5916142085935863	-2.006941609418847
OG0000001.1420	OG0000264.1	OG0000042.23	OG0010581.0	OG0001091.2	OG0001298.24	OG0003561.0	OG0020532.0
-1.3147325934831586	-2.5708929182195006	-2.6538089702009304	-2.100360306348953	-2.9197516699078796	-3.881294759725835	-1.891107598367591	-1.8499603072258468
OG0000081.1	OG0002106.0	OG0012450.4	OG0000482.64	OG0001070.26	OG0000082.1	OG0006099.2	OG0007259.2
-2.2048980418771755	-2.753409497094819	-2.656535323845471	-2.0673340518542216	-1.7541392981596466	-2.3800705758839222	-3.8986188576449754	-1.1504009888485485
OG0002001.0	OG0004025.11	OG0000667.13	OG0001159.0	OG0000048.122	OG0000012.918	OG0013965.2	OG0010620.1
-2.3386152238202413	-1.9677580688625063	-1.7843835229227878	-2.0490091001217245	-1.92631684638356	-1.4031602455622152	-3.0637107053513444	-2.3422685431715378
OG0000038.0	OG0000359.28	OG0000066.328	OG0002143.0	OG0011984.6	OG0000579.24	OG0005604.1	OG0002141.0
-1.8817731862070524	-1.63464340296952	-1.7233246834968199	-2.2233064176584074	-1.946193556304206	-2.25635578329374	-3.0576919438438153	-2.379319758775699
OG0000054.0	OG0000294.0	OG0003037.24	OG0001332.24	OG0002143.0	OG0013045.1	OG0014522.0	OG0002045.0
-1.5576668766702486	-2.20058107800892	-1.5855396941839017	-2.3353351275814656	-2.2233064176584074	-2.488026018218199	-3.079478021209661	-1.972562817293149
OG0008603.0	OG0016206.4	OG0002145.0	OG0000032.252	OG0000820.2	OG0007125.8	OG0000431.12	OG0001819.6
-2.2926519125167304	-1.497363882797535	-2.374074951500346	-1.542458237592193	-2.0394882898809756	-2.911586990273275	-1.708867987991247	-1.9445266641015684
OG0000012.918	OG0000397.30	OG0001240.26	OG0011270.0	OG0001044.24	OG0000256.24	OG0007809.2
-1.4031602455622152	-2.8385637341740133	-2.3011592297927903	-1.7396129625710626	-2.504304837375931	-1.3681041409461958	-2.5178745359200096
OG0001419.3	OG0000006.561	OG0003039.0	OG0020466.0	OG0005530.6	OG0002007.0	OG0000209.146	OG0000276.72
-2.062806288829683	-1.4663369871769107	-2.0098438333726087	-3.2933589426905914	-1.2981404809905814	-2.096653165017793	-2.040971781056306	-2.1584293626044833
OG0000026.45	OG0017889.0	OG0000034.305	OG0001217.1	OG0009815.0	OG0001562.24	OG0000392.72	OG0006442.2
-1.1872142911325638	-1.8489205269711884	-1.8622341919041214	-2.1713684183119812	-1.4441838449383604	-2.6966576055126694	-2.5916142085935863	-2.8868329432672653
OG0000006.561	OG0001258.24	OG0001371.24	OG0004823.2	OG0002155.0	OG0007854.4	OG0007440.0	OG0000206.0
-1.4663369871769107	-3.339053133989301	-2.2155797753822157	-2.1584293626044833	-2.402778731599688	-2.206228941455776	-2.2632652555088026	-1.6355396260397388
OG0002708.0	OG0000944.28	OG0001377.24	OG0000813.1	OG0011587.0	OG0000018.289	OG0005281.1	OG0000320.0
-1.671852885966369	-2.7754657367202706	-2.0576919438438153	-2.4212061673232474	-2.0709665213541437	-1.58337640836713	-2.5968413702571356	-2.3072157433659903
OG0001215.24	OG0000001.1420	OG0003989.2	OG0016862.2	OG0000263.57	OG0000280.1	OG0000738.19	OG0001432.24
-1.9105018491608974	-1.3147325934831586	-1.8685422145209123	-3.482452173393607	-3.435338929969181	-2.045133690098103	-2.229382353343797	-2.728335289022766
OG0001154.24	OG0006024.0	OG0000279.0	OG0000038.0	OG0002252.0	OG0001437.24	OG0014736.2	OG0000207.240
-2.4540316308947077	-1.656535323845471	-1.8018830708475446	-1.8817731862070524	-2.005782352594006	-2.110292841560213	-2.107181572204967	-2.026498928183401
OG0005622.0	OG0000188.1	OG0001246.24	OG0011569.1	OG0005957.0	OG0000007.976	OG0001182.24	OG0000930.24
-4.001385652458903	-1.855170479161191	-2.4679324477109694	-3.641873846642298	-1.7936068314883962	-1.3154505308161575	-2.7264244343846205	-2.1831136259850807
OG0014768.4	OG0004348.1	OG0003333.28	OG0001778.24	OG0001348.24	OG0001100.24	OG0000599.0	OG0000082.1
-1.8588288275392588	-2.890572573313846	-2.0098438333726087	-2.5274082542630674	-2.196938324908699	-2.1012885820105054	-1.7269019108215087	-2.3800705758839222
OG0001271.1	OG0008525.0	OG0000409.24	OG0008287.4	OG0000441.96	OG0002146.0	OG0005426.10	OG0000002.1788
-2.521183470950585	-1.5964050493583346	-2.291945228671648	-3.001154617941492	-2.874084450525277	-2.544140190613815	-2.3770696490798233	-1.3932735249871873
OG0007962.0	OG0000010.475	OG0003761.0	OG0017891.0	OG0000976.24	OG0000770.1	OG0000272.36	OG0000739.15
-2.5859727408750985	-1.5407782431771522	-2.1456053222468996	-3.65126901348696	-1.7612131404128835	-2.132261648237312	-1.810207062179741	-1.9759640645444907
OG0001277.24	OG0007202.0	OG0000261.0	OG0001160.24	OG0002045.0	OG0006669.3	OG0000002.1788	OG0006733.0
-3.456880305661412	-2.39744810252834	-1.837532132384696	-2.4305089080412836	-1.972562817293149	-1.6051566384691394	-1.3932735249871873	-1.712882364211819
OG0001536.0	OG0005878.30	OG0007427.0	OG0002913.0	OG0000409.24	OG0000018.289	OG0001562.24	OG0001412.1
-2.0788683888148345	-3.1883645691462563	-2.1936346938775446	-2.037413961643117	-2.291945228671648	-1.58337640836713	-2.6966576055126694	-2.7302486779516255
OG0013489.2	OG0007509.2	OG0001447.24	OG0020523.0	OG0001351.24	OG0000082.1	OG0000165.49	OG0000256.24
-2.787866492466244	-2.064615689201755	-1.8119789485830515	-2.39744810252834	-2.0362299689292374	-2.3800705758839222	-1.8809758968577257	-1.3681041409461958
OG0000054.0	OG0001280.24	OG0001541.1	OG0000230.58	OG0000504.24	OG0013957.4	OG0003512.4	OG0005576.4
-1.5576668766702486	-2.7055703978906718	-2.2440015162022933	-1.4121549907457225	-1.817053505488898	-2.7131188522118386	-2.269512200736224	-1.5968413702571356
OG0007764.1	OG0001179.24	OG0000038.0	OG0001414.24	OG0007817.0	OG0000391.20	OG0002092.0
-2.9601597354682094	-2.178534676194175	-1.8817731862070524	-2.2270164478618955	-2.547088335060036	-1.7485535684414182	-2.4707287562940685
OG0000833.0	OG0002156.0	OG0000038.0	OG0013915.4	OG0006175.0	OG0000749.2	OG0002038.0
-2.87514253274424	-2.2660383366910795	-1.8817731862070524	-3.055291452373373	-2.7998723457263983	-2.240588467435424	-2.0597956553479615
OG0017903.2	OG0000619.52	OG0000032.252	OG0006020.0	OG0005701.4	OG0001095.25	OG0000338.41	OG0000876.20
-3.6041913608898803	-2.0957278661891388	-1.542458237592193	-1.522426280825767	-2.9839316313723465	-1.9805115704086398	-1.7690592238760594	-1.5773364083449781
OG0001280.24	OG0004256.2	OG0000214.0	OG0000032.252	OG0002159.0	OG0006140.0	OG0009214.0	OG0000801.24
-2.7055703978906718	-1.8272564832398128	-1.4204336398397874	-1.542458237592193	-1.7602353734890535	-1.92659104481466	-1.3122226226036953	-2.7558436043718957
OG0001892.0	OG0000056.0	OG0002213.0	OG0000750.0	OG0002069.0	OG0003375.2	OG0011401.0	OG0011360.2
-1.8147677457698392	-1.357714316940423	-2.141780233728934	-2.3118644115426648	-1.4320652135221836	-1.815783191907759	-1.1112275322575584	-4.7273795453370075
OG0001439.24	OG0007183.2	OG0000010.475	OG0001454.24	OG0001351.24	OG0013542.6	OG0000599.0	OG0007451.0
-2.4219791086976907	-1.9023892033735776	-1.5407782431771522	-2.7055703978906718	-2.0362299689292374	-2.1475216763576133	-1.7269019108215087	-2.2852489406569143
OG0015285.2	OG0005276.0	OG0000088.3	OG0000010.475	OG0000796.20	OG0001963.0	OG0006393.0	OG0000323.43
-2.9083340124781873	-1.968040258602455	-1.6936210892890369	-1.5407782431771522	-3.0469210473874924	-1.6192705514964514	-2.1700692781603577	-2.67853364140747
OG0005690.0	OG0000011.1	OG0001406.24	OG0001123.1	OG0001987.0	OG0004207.12	OG0014587.2	OG0000062.12
-2.353284338922646	-1.347949534477697	-2.465938397578882	-2.4819685073978306	-2.403160245562215	-2.252913416972182	-1.4707287562940685	-2.5538496598709073
OG0000006.561	OG0002163.0	OG0008977.6	OG0008640.19	OG0000272.36	OG0001455.24	OG0005852.2	OG0002002.0
-1.4663369871769107	-2.5885737542735354	-2.7504939790108534	-13.287712379549449	-1.810207062179741	-2.443006615137512	-2.92631684638356	-2.5631985264295
OG0001367.24	OG0001066.26	OG0000011.1	OG0001458.24	OG0007538.2	OG0004042.0	OG0000320.0	OG0011278.4
-2.0561911686737453	-2.343000318505964	-1.347949534477697	-2.4695296746008095	-2.3298848187157057	-1.394410848688886	-2.3072157433659903	-3.1127866970487705
OG0000002.763	OG0001349.1	OG0002165.0	OG0005949.0	OG0008586.0	OG0000847.24	OG0000002.1788
-1.8236772273595372	-2.131629303260768	-2.1648843847417822	-2.3140150132440978	-2.3346072289581086	-3.168771306825942	-1.3932735249871873
OG0000911.3	OG0000927.0	OG0000032.252	OG0004865.2	OG0005953.0	OG0000154.2	OG0000562.7	OG0020425.0
-2.4293427796947094	-1.9417527831453374	-1.542458237592193	-2.3989691306511904	-1.4077462998850927	-1.5864059175908252	-2.975396632859343	-1.8246989660997566
OG0000054.0	OG0007549.0	OG0001371.24	OG0003552.0	OG0000188.1	OG0001267.24	OG0015375.2	OG0002091.0
-1.5576668766702486	-2.4297313844218773	-2.2155797753822157	-2.065823218078184	-1.855170479161191	-1.742265197871355	-2.5708929182195006	-1.9765317194960947
OG0012990.0	OG0000006.561	OG0001196.1	OG0000048.122	OG0005847.4	OG0000397.30	OG0000854.30
-2.2331080615887773	-1.4663369871769107	-2.3448313823904083	-1.92631684638356	-2.1449671027979202	-2.8385637341740133	-2.4058336719490043
OG0001316.24	OG0003037.24	OG0001540.26	OG0005146.0	OG0000018.289	OG0001233.24	OG0000062.12	OG0010599.12
-1.974829424265094	-1.5855396941839017	-3.0115879742752116	-2.3086445080689395	-1.58337640836713	-2.5631985264295	-2.5538496598709073	-3.8557969661251743
OG0002039.0	OG0000011.1	OG0007180.0	OG0000727.24	OG0000302.34	OG0007167.0	OG0010995.2	OG0002090.0
-2.3075728019102923	-1.347949534477697	-2.214240225572989	-1.977951834819827	-1.9584766378156495	-2.9551163217602356	-1.9782360257083436	-1.641603738043346
OG0001567.1	OG0001305.24	OG0004608.0	OG0006313.0	OG0006299.9	OG0000082.1	OG0000246.0	OG0000611.0
-3.364533480055605	-2.2515387669959646	-1.9691695698467255	-2.751951001562794	-3.5649048483799026	-2.3800705758839222	-1.7636604608316264	-2.4611638922585346
OG0000001.1420	OG0001252.1	OG0000993.25	OG0006194.0	OG0003375.2	OG0015185.2	OG0002312.0	OG0000062.12
-1.3147325934831586	-2.4595758953553424	-2.368104140946196	-2.535749966088596	-1.815783191907759	-1.7388904710906985	-2.392894616241506	-2.5538496598709073
OG0001472.0	OG0001139.24	OG0006377.0	OG0012995.0	OG0000034.305	OG0013477.2	OG0002170.0	OG0000007.976
-2.0430512347852514	-2.6766875822420975	-1.7242777438392516	-3.156112606755027	-1.8622341919041214	-1.1989241408325426	-2.217591435072627	-1.3154505308161575
OG0005691.3	OG0000214.0	OG0000228.35	OG0001091.2	OG0008246.0	OG0001598.16	OG0000018.289	OG0001819.6
-1.920570684997085	-1.4204336398397874	-2.738409011035875	-2.9197516699078796	-2.8385637341740133	-2.319045586354241	-1.58337640836713	-1.9445266641015684
OG0000032.86	OG0000516.6	OG0000002.1788	OG0008224.0	OG0003610.0	OG0005742.0	OG0000801.24	OG0000285.1
-2.131629303260768	-2.3834540967489315	-1.3932735249871873	-2.9072513144604764	-1.9107730579296047	-2.4695296746008095	-2.7558436043718957	-2.0634091701760617
OG0000026.45	OG0002310.20	OG0001406.24	OG0011428.8	OG0000482.64	OG0001004.1	OG0000175.4	OG0011325.0
-1.1872142911325638	-2.230397501766746	-2.465938397578882	-2.486004020632987	-2.0673340518542216	-1.6629169236892125	-2.589007712779105	-2.2817370230490672
OG0002218.0	OG0002093.0	OG0000420.0	OG0000603.1	OG0006964.0	OG0000018.289	OG0002401.1
-2.13384372432621	-2.695255342281369	-1.712645914970793	-2.192974874501356	-2.0988145063072605	-1.58337640836713	-1.6579004351672157
OG0001162.22	OG0000006.561	OG0005829.2	OG0007076.0	OG0000409.24	OG0017988.2	OG0001426.2	OG0002132.0
-2.181803870978292	-1.4663369871769107	-2.819088336631431	-1.188857826330692	-2.291945228671648	-2.308287184217976	-2.203568368934305	-2.2009126939259964
OG0000147.0	OG0006805.0	OG0000001.1420	OG0002292.0	OG0005993.0	OG0000677.1	OG0001391.24
-2.9669118306678124	-2.0929555251272016	-1.3147325934831586	-2.089267338097087	-2.5137490111158916	-2.0631076980109504	-3.123433941248279
OG0007609.0	OG0001448.24	OG0002155.0	OG0000011.1	OG0007781.0	OG0000901.0	OG0006008.0	OG0000320.0
-1.1408255441335646	-2.312939311660108	-2.402778731599688	-1.347949534477697	-2.245368999755758	-2.023269779322847	-2.6560805736318116	-2.3072157433659903
OG0000176.0	OG0002085.0	OG0003610.0	OG0011170.0	OG0000973.2	OG0000012.918	OG0002154.0	OG0019387.0
-1.873555700275309	-2.3072157433659903	-1.9107730579296047	-2.76219157045438	-2.1294182759454148	-1.4031602455622152	-1.9736956756480915	-1.8895031180825979
OG0000056.0	OG0000441.1	OG0000750.0	OG0001435.1	OG0000727.24	OG0007525.0	OG0020428.0	OG0001084.24
-1.357714316940423	-3.285319266282261	-2.3118644115426648	-2.0954195650786827	-1.977951834819827	-1.613520111403766	-2.456405135747399	-2.639354797539784
OG0000606.2	OG0001511.22	OG0005622.0	OG0001308.24	OG0009139.0	OG0000082.1	OG0002203.0	OG0006306.0
-2.356236145662658	-1.7352834310229794	-4.001385652458903	-1.9691695698467255	-2.1090475285429777	-2.3800705758839222	-1.7393720918733013	-1.9822205874387653
OG0000147.0	OG0005949.0	OG0000929.1	OG0008204.0	OG0000082.1	OG0000382.41	OG0001637.1
-2.9669118306678124	-2.3140150132440978	-2.5855396941839017	-2.0985055449524253	-2.3800705758839222	-2.4731299136431737	-1.8619719552332388
OG0000596.47	OG0001430.24	OG0006698.0	OG0000409.24	OG0005696.4	OG0000018.289	OG0000441.96
-2.4941090702700426	-1.8270005274082377	-1.827512484489866	-2.291945228671648	-2.107181572204967	-1.58337640836713	-2.874084450525277
OG0001686.0	OG0000225.48	OG0000539.1	OG0001501.1	OG0000082.1	OG0006271.0	OG0020868.0	OG0003044.18
-1.8460649892958367	-1.5307391533840016	-1.8598757760909297	-2.7928567950582512	-2.3800705758839222	-1.498994046858991	-3.4246102112555317	-1.682927522463029
OG0001486.1	OG0016884.2	OG0008450.4	OG0001502.26	OG0007167.0	OG0001048.24	OG0000007.976	OG0000256.24
-2.8762013915373785	-3.6474674433271037	-2.8008773579863995	-3.410428246026254	-2.9551163217602356	-2.6303939299681622	-1.3154505308161575	-1.3681041409461958
OG0006817.2	OG0000002.1788	OG0009267.0	OG0008224.0	OG0001329.24	OG0000785.2	OG0000004.888	OG0001471.24
-2.7789272174849367	-1.3932735249871873	-1.7164337610348535	-2.9072513144604764	-2.475535074035002	-1.494718788546733	-2.409278229990159	-2.213570916796944
OG0001811.2	OG0000001.1420	OG0000919.32	OG0000014.1	OG0002167.0	OG0010752.0	OG0003091.24	OG0022268.0
-2.5162229100488513	-1.3147325934831586	-2.4864081935004267	-1.848660698957719	-3.4720088762013837	-1.9467496152977501	-2.286304185156641	-2.2856006030695974
OG0005964.0	OG0000012.918	OG0001516.22	OG0000225.48	OG0001232.24	OG0000739.15	OG0006887.0
-2.326262685151254	-1.4031602455622152	-2.1475216763576133	-1.5307391533840016	-2.260843174286054	-1.9759640645444907	-2.355497627581064
OG0006317.0	OG0002085.0	OG0000056.0	OG0000698.19	OG0000815.24	OG0007614.2	OG0000180.0	OG0004347.0
-2.253257284222264	-2.3072157433659903	-1.357714316940423	-2.3718330007136763	-2.3481331652347563	-2.173970213500261	-1.341171575656346	-1.9384311507319976
OG0015698.3	OG0000257.0	OG0007179.8	OG0000770.1	OG0001766.6	OG0000018.289	OG0005852.2	OG0001077.24
