	1021	3841	CCGE532	CCGM7	CCNWGS0123	CFN42	CIAT899	HAMBI540	IE4803	IRBG74	LMTR13	MAFF303099	Mim1	N161	N561	NGR234	NXC24	ORS2060	ORS285	ORS571	R602	USDA110	USDA6	WSM1325	WSM2073	WSM2304	WSM419
LMTR13	0.6444444444444445	0.5909090909090909	0.7619047619047619	0.7906976744186046	0.8095238095238095	0.7111111111111111	0.7619047619047619	0.6666666666666666	0.6666666666666666	0.7804878048780488	1.0	0.7674418604651163	0.7441860465116279	0.6956521739130435	0.6739130434782609	0.7272727272727273	0.7619047619047619	0.9	1.0	0.925	0.7555555555555555	0.925	0.9024390243902439	0.5952380952380952	0.8095238095238095	0.5952380952380952	0.6
MAFF303099	0.7560975609756098	0.7	0.8947368421052632	0.9230769230769231	0.9473684210526315	0.875	0.8947368421052632	0.7894736842105263	0.7804878048780488	0.918918918918919	0.7674418604651163	1.0	0.9210526315789473	0.8536585365853658	0.8292682926829268	0.85	0.8947368421052632	0.85	0.7674418604651163	0.7857142857142857	0.8780487804878049	0.7857142857142857	0.7674418604651163	0.7567567567567568	0.9473684210526315	0.7105263157894737	0.75
Mim1	0.7317073170731707	0.717948717948718	0.918918918918919	0.8974358974358975	0.9210526315789473	0.8974358974358975	0.918918918918919	0.8108108108108109	0.8	0.8918918918918919	0.7441860465116279	0.9210526315789473	1.0	0.875	0.85	0.9210526315789473	0.918918918918919	0.7804878048780488	0.7441860465116279	0.7619047619047619	0.8536585365853658	0.8048780487804879	0.7857142857142857	0.7777777777777778	0.9210526315789473	0.7297297297297297	0.7692307692307693
N161	0.6818181818181818	0.6666666666666666	0.85	0.8333333333333334	0.8536585365853658	0.9743589743589743	0.85	0.75	0.9230769230769231	0.825	0.6956521739130435	0.8536585365853658	0.875	1.0	0.9743589743589743	0.8095238095238095	0.85	0.7272727272727273	0.6956521739130435	0.7111111111111111	0.7954545454545454	0.7111111111111111	0.6956521739130435	0.717948717948718	0.8536585365853658	0.675	0.7142857142857143
N561	0.6590909090909091	0.6829268292682927	0.825	0.8095238095238095	0.8292682926829268	0.9487179487179487	0.825	0.725	0.9473684210526315	0.8	0.6739130434782609	0.8292682926829268	0.85	0.9743589743589743	1.0	0.7857142857142857	0.825	0.7045454545454546	0.6739130434782609	0.6888888888888889	0.7727272727272727	0.6888888888888889	0.6739130434782609	0.6923076923076923	0.8292682926829268	0.65	0.6904761904761905
NGR234	0.7560975609756098	0.7435897435897436	0.8461538461538461	0.8292682926829268	0.85	0.8292682926829268	0.8461538461538461	0.7435897435897436	0.7380952380952381	0.8205128205128205	0.7272727272727273	0.85	0.9210526315789473	0.8095238095238095	0.7857142857142857	1.0	0.8461538461538461	0.7619047619047619	0.7272727272727273	0.7441860465116279	0.8780487804878049	0.7857142857142857	0.7674418604651163	0.7105263157894737	0.85	0.6666666666666666	0.7948717948717948
NXC24	0.7073170731707317	0.6923076923076923	1.0	0.8717948717948718	0.8947368421052632	0.8717948717948718	1.0	0.8333333333333334	0.8205128205128205	0.9166666666666666	0.7619047619047619	0.8947368421052632	0.918918918918919	0.85	0.825	0.8461538461538461	1.0	0.8	0.7619047619047619	0.7804878048780488	0.8292682926829268	0.7804878048780488	0.7619047619047619	0.75	0.8947368421052632	0.75	0.7435897435897436
ORS2060	0.6744186046511628	0.6190476190476191	0.8	0.8292682926829268	0.85	0.7441860465116279	0.8	0.7	0.6976744186046512	0.8205128205128205	0.9	0.85	0.7804878048780488	0.7272727272727273	0.7045454545454546	0.7619047619047619	0.8	1.0	0.9	0.875	0.7906976744186046	0.875	0.8536585365853658	0.625	0.85	0.625	0.627906976744186
ORS285	0.6444444444444445	0.5909090909090909	0.7619047619047619	0.7906976744186046	0.8095238095238095	0.7111111111111111	0.7619047619047619	0.6666666666666666	0.6666666666666666	0.7804878048780488	1.0	0.7674418604651163	0.7441860465116279	0.6956521739130435	0.6739130434782609	0.7272727272727273	0.7619047619047619	0.9	1.0	0.925	0.7555555555555555	0.925	0.9024390243902439	0.5952380952380952	0.8095238095238095	0.5952380952380952	0.6
ORS571	0.6222222222222222	0.5681818181818182	0.7804878048780488	0.8095238095238095	0.8292682926829268	0.7272727272727273	0.7804878048780488	0.6829268292682927	0.6818181818181818	0.8	0.925	0.7857142857142857	0.7619047619047619	0.7111111111111111	0.6888888888888889	0.7441860465116279	0.7804878048780488	0.875	0.925	1.0	0.7727272727272727	0.8536585365853658	0.8333333333333334	0.6097560975609756	0.8292682926829268	0.6097560975609756	0.6136363636363636
R602	0.7857142857142857	0.7317073170731707	0.8292682926829268	0.9024390243902439	0.925	0.813953488372093	0.8292682926829268	0.7317073170731707	0.7272727272727273	0.85	0.7555555555555555	0.8780487804878049	0.8536585365853658	0.7954545454545454	0.7727272727272727	0.8780487804878049	0.8292682926829268	0.7906976744186046	0.7555555555555555	0.7727272727272727	1.0	0.7333333333333333	0.717391304347826	0.7	0.925	0.7	0.7804878048780488
